index,carbon,exp_yield,pred_growth
EL,Sucrose,544.0546152,0.8308708927354039
EL,Raffinose,514.0158805,1.0479974326488632
EL,Uridine,127.0339283,0.0
EL,Arabinogalactan,30.02015896,0.0
EL,Melezitose,11.58423869,0.0
EL,Water,0.0,0.0
EL,D-Arabinose,4.188936172,0.0
EL,Serine,40.42155226,0.0
EL,Isoleucine,0.393566165,0.0
EL,Arginine,14.2141903,0.0
EL,Acetate,328.8236062,0.08039462641266434
EL,Citrate,377.1479789,0.38561335980306205
EL,Fumarate,273.9181433,0.3146019468403425
EL,Succinate,580.4935094,0.2643230968886918
EL,Proline,404.2903799,0.15210368615853176
RP2,Glycerol,705.0461194,0.22792730412204393
RP2,Glutamine,56.80834392,0.0
RP2,Cellobiose,755.0981248,0.8123562890508719
RP2,Rhamnose,595.3152729,0.25714875336857923
RP2,Maltose,557.0670511,0.8123562890508592
RP2,Mannose,587.4929102,0.46169889809365394
RP2,GlcNAc,729.7339224,0.4909203473400856
RP2,Trehalose,642.0726862,0.8123562890508652
RP2,Glucose,493.984926,0.4616988980936453
RP2,Mix,435.3640565,4.525118379812346
RP2,Pyruvate,424.0324949,0.1890868538470755
RP2,Alanine,558.8861668,0.1694844056293267
RP2,Fructose,608.5594673,0.461698898093651
RP2,Galactose,599.2596335,0.31559165186151034
RP2,Ribose,586.1565903,0.2863702026150505
RP2,Xylose,735.3613527,0.3740345503543385
RP2,Mannitol,431.2775538,0.4032559996003849
RP2,L-Arabinose,515.9039569,0.3740345503545717
RP2,Sorbitol,583.5759885,0.40325599960078284
RP2,Lactose,561.6935297,0.6662490428187094
RP2,Sucrose,701.8636408,0.6954704920651434
RP2,Raffinose,405.8397881,1.0169064337758873
RP2,Uridine,18.0392115,0.0
RP2,Arabinogalactan,32.64506955,0.0
RP2,Melezitose,11.47001747,0.0
RP2,Water,0.0,0.0
RP2,D-Arabinose,24.55405103,0.0
RP2,Serine,11.4799524,0.0
RP2,Isoleucine,8.474650701,0.0
RP2,Arginine,16.99982184,0.0
RP2,Acetate,231.7593759,0.08103722307731878
RP2,Citrate,258.6019095,0.3958504754909779
RP2,Fumarate,14.725137,0.0
RP2,Succinate,12.1668241,0.0
RP2,Proline,77.28176101,0.0
RP1,Glycerol,758.152964,0.22792730412218346
RP1,Glutamine,143.0300171,0.0
RP1,Cellobiose,785.3273966,0.8123562890508598
RP1,Rhamnose,787.9436859,0.2571487533686194
RP1,Maltose,686.4081349,0.8123562890508541
RP1,Mannose,800.3162395,0.46169889809365094
RP1,GlcNAc,879.8551856,0.49092034734007867
RP1,Trehalose,629.5023384,0.8123562890507566
RP1,Glucose,633.6833395,0.4616988980936586
RP1,Mix,528.8901019,4.525118379812537
RP1,Pyruvate,476.5466571,0.18908685384714083
RP1,Alanine,915.3361826,0.16948440562931769
RP1,Fructose,812.74726,0.4616988980936357
RP1,Galactose,809.6196694,0.3155916518613604
RP1,Ribose,735.5580839,0.28637020261505064
RP1,Xylose,852.2209742,0.3740345503543512
RP1,Mannitol,894.9356787,0.4032559996007852
RP1,L-Arabinose,846.008848,0.37403455035433425
RP1,Sorbitol,802.496698,0.4032559996008243
RP1,Lactose,705.7641461,0.6662490428186925
RP1,Sucrose,814.0146109,0.6954704920651298
RP1,Raffinose,675.4912397,1.0169064337758733
RP1,Uridine,56.54926786,0.0
RP1,Arabinogalactan,10.95962253,0.0
RP1,Melezitose,7.176446456,0.0
RP1,Water,0.0,0.0
RP1,D-Arabinose,4.682713362,0.0
RP1,Serine,17.84758858,0.0
RP1,Isoleucine,2.468513095,0.0
RP1,Arginine,51.93133941,0.0
RP1,Acetate,374.4763141,0.08103722307731763
RP1,Citrate,355.0048138,0.39585047549097896
RP1,Fumarate,3.573760358,0.0
RP1,Succinate,19.86203445,0.0
RP1,Proline,72.1922609,0.0
SF,Glycerol,180.1617998,0.22385801670366756
SF,Glutamine,10.27559059,0.0
SF,Cellobiose,-6.816551733,0.0
SF,Rhamnose,64.16430139,0.0
SF,Maltose,275.7211868,0.6942322855568347
SF,Mannose,297.5942626,0.39828957057699865
SF,GlcNAc,306.4418272,0.35513125797556483
SF,Trehalose,246.3390691,0.6942322855568469
SF,Glucose,173.9363797,0.3982895705770302
SF,Mix,284.0711776,3.2341756122675847
SF,Pyruvate,218.7235193,0.15046194565340265
SF,Alanine,158.4080355,0.1259965886364865
SF,Fructose,270.5590967,0.3951155158212584
SF,Galactose,327.3903517,0.24415273985835184
SF,Ribose,326.2710484,0.2256563201721156
SF,Xylose,313.6250123,0.3181384186033034
SF,Mannitol,228.4097699,0.373627677662023
SF,L-Arabinose,307.9501966,0.3181384186033089
SF,Sorbitol,308.0020668,0.373627677662017
SF,Lactose,-1.143733804,0.0
SF,Sucrose,-14.55774654,0.0
SF,Raffinose,262.325364,0.8360381698179842
SF,Uridine,48.82965061,0.0
SF,Arabinogalactan,-7.36165612,0.0
SF,Melezitose,2.334641764,0.0
SF,Water,0.0,0.0
SF,D-Arabinose,-20.91842935,0.0
SF,Serine,0.177735065,0.0
SF,Isoleucine,-14.39456023,0.0
SF,Arginine,1.222675404,0.0
SF,Acetate,6.707752491,0.0
SF,Citrate,70.02789612,0.36676027611493284
SF,Fumarate,-6.030823688,0.0
SF,Succinate,5.335451804,0.0
SF,Proline,5.756616418,0.0
BI,Glycerol,225.0470601,0.22558663321896016
BI,Glutamine,85.73275777,0.0
BI,Cellobiose,705.481161,0.6940178934549176
BI,Rhamnose,405.1937274,0.21776034430737728
BI,Maltose,689.848118,0.6940178934548246
BI,Mannose,801.7924074,0.39816657120062887
BI,GlcNAc,720.7067324,0.35502158670520306
BI,Trehalose,658.8566622,0.6940178934549786
BI,Glucose,19.35726058,0.0
BI,Mix,381.2486871,2.3730704030494763
BI,Pyruvate,451.2014871,0.15047484466398622
BI,Alanine,717.5358541,0.1260073902453908
BI,Fructose,696.5541161,0.39816657120062565
BI,Galactose,826.8287033,0.24407734085982688
BI,Ribose,741.1538187,0.2255866332189527
BI,Xylose,806.4265921,0.31804017142341057
BI,Mannitol,608.9108701,0.3735122943460985
BI,L-Arabinose,678.1262155,0.2255866332189436
BI,Sorbitol,775.8731874,0.3735122943461049
BI,Lactose,244.2802774,0.44747512490970215
BI,Sucrose,11.10427983,0.0
BI,Raffinose,4.478826434,0.0
BI,Uridine,213.9047597,0.3515752536751456
BI,Arabinogalactan,11.89230869,0.0
BI,Melezitose,-1.927716935,0.0
BI,Water,0.0,0.0
BI,D-Arabinose,-6.838340429,0.0
BI,Serine,12.4538987,0.0
BI,Isoleucine,-12.40690643,0.0
BI,Arginine,-3.5631535,0.0
BI,Acetate,16.32781934,0.0
BI,Citrate,128.9744481,0.0
BI,Fumarate,40.28343252,0.0
BI,Succinate,-1.114560008,0.0
BI,Proline,150.2000187,0.0
KA,Glycerol,340.0695499,0.22558663321893524
KA,Glutamine,779.2361726,0.1724427232363039
KA,Cellobiose,1325.119882,0.6940178934550384
KA,Rhamnose,642.8625008,0.21776034430756797
KA,Maltose,1034.48095,0.6940178934549616
KA,Mannose,1211.532302,0.3981665712006252
KA,GlcNAc,861.7847563,0.3550215867051821
KA,Trehalose,1151.2809,0.6940178934549556
KA,Glucose,944.2526974,0.3981665712006194
KA,Mix,704.0428984,2.81573253765184
KA,Pyruvate,556.4627875,0.15047484466197228
KA,Alanine,722.5939683,0.12600739024539132
KA,Fructose,1052.438482,0.39816657120056387
KA,Galactose,1071.745313,0.24407734085983074
KA,Ribose,1254.338912,0.22558663321893757
KA,Xylose,1361.967525,0.31804017142340274
KA,Mannitol,1071.940617,0.3735122943460952
KA,L-Arabinose,1350.362573,0.22558663321892541
KA,Sorbitol,1274.582509,0.3735122943460882
KA,Lactose,1164.784456,0.44747512490967406
KA,Sucrose,7.640754557,0.0
KA,Raffinose,5.27961153,0.0
KA,Uridine,308.2322939,0.3515752536751464
KA,Arabinogalactan,22.60926309,0.0
KA,Melezitose,4.225696083,0.0
KA,Water,0.0,0.0
KA,D-Arabinose,7.211398703,0.0
KA,Serine,79.26886487,0.0
KA,Isoleucine,-8.803969839,0.0
KA,Arginine,8.432935012,0.0
KA,Acetate,99.88139205,0.0
KA,Citrate,343.7850808,0.3667505853731627
KA,Fumarate,7.905703323,0.0
KA,Succinate,0.656034513,0.0
KA,Proline,217.1583562,0.0
CF,Glycerol,197.9814922,0.0
CF,Glutamine,1528.564294,0.22795070346534693
CF,Cellobiose,860.8079015,0.6957748260498963
CF,Rhamnose,664.1993232,0.21997854180617885
CF,Maltose,1006.326765,0.6957748260498737
CF,Mannose,1175.764767,0.3991745449629045
CF,GlcNAc,1057.585394,0.3559203373043705
CF,Trehalose,999.1380042,0.6957748260498752
CF,Glucose,735.1202855,0.39917454496292215
CF,Mix,730.260376,2.4279923211170398
CF,Pyruvate,635.6093354,0.15200764405707895
CF,Alanine,975.3813272,0.12729095396648
CF,Fructose,1011.491808,0.39917454496289706
CF,Galactose,1077.720206,0.24469523189676537
CF,Ribose,782.4854092,0.22615771432882653
CF,Xylose,1304.696793,0.3188453021685046
CF,Mannitol,554.4089086,0.3744578548723127
CF,L-Arabinose,1534.58107,0.22615771432882947
CF,Sorbitol,1034.086441,0.3744578548723153
CF,Lactose,1361.001534,0.4486079251440797
CF,Sucrose,-4.385189411,0.0
CF,Raffinose,4.499490694,0.0
CF,Uridine,116.8676206,0.0
CF,Arabinogalactan,12.20133369,0.0
CF,Melezitose,8.151380171,0.0
CF,Water,0.0,0.0
CF,D-Arabinose,-1.925921568,0.0
CF,Serine,174.7308683,0.0
CF,Isoleucine,-8.448159848,0.0
CF,Arginine,-2.536472294,0.0
CF,Acetate,48.77976749,0.0
CF,Citrate,316.7517097,0.38273555386421193
CF,Fumarate,5.761601496,0.0
CF,Succinate,-9.087702129,0.0
CF,Proline,88.42736712,0.0
EC,Glycerol,8168.607955,0.2306216641158871
EC,Glutamine,29.1177429,0.0
EC,Cellobiose,4.8256108,0.0
EC,Rhamnose,658.9221406,0.0
EC,Maltose,485.7481331,0.0
EC,Mannose,8897.253646,0.44344415760411954
EC,GlcNAc,5913.418085,0.42885717873555795
EC,Trehalose,5085.966604,0.7935316504494635
EC,Glucose,7597.402471,0.4434441576042296
EC,Mix,3085.050386,2.541972766322058
EC,Pyruvate,2920.933356,0.16502345337845306
EC,Alanine,1090.329751,0.0
EC,Fructose,9402.305984,0.44006254234255043
EC,Galactose,10649.03996,0.29757436891855976
EC,Ribose,646.0010244,0.0
EC,Xylose,2611.395172,0.0
EC,Mannitol,6398.524162,0.4077966618426053
EC,L-Arabinose,13685.07104,0.355922284392776
EC,Sorbitol,7206.009737,0.4077966618426126
EC,Lactose,11266.43325,0.6476618617639079
EC,Sucrose,8.7570777,0.0
EC,Raffinose,12.3728844,0.0
EC,Uridine,435.7633319,0.0
EC,Arabinogalactan,65.4913873,0.0
EC,Melezitose,3.43455535,0.0
EC,Water,0.0,0.0
EC,D-Arabinose,13.082301,0.0
EC,Serine,21.59621,0.0
EC,Isoleucine,3.2700765,0.0
EC,Arginine,9.65912845,0.0
EC,Acetate,43.7176934,0.0
EC,Citrate,5.1982751,0.0
EC,Fumarate,37.089502,0.0
EC,Succinate,155.6762744,0.0
EC,Proline,31.1383256,0.0
EA,Glycerol,1061.270079,0.22386305557024475
EA,Glutamine,342.5502968,0.18560504846793363
EA,Cellobiose,520.4307371,0.694302833376854
EA,Rhamnose,7.220657899,0.0
EA,Maltose,243.4806525,0.5709808381164825
EA,Mannose,422.9844663,0.3983300447259699
EA,GlcNAc,646.96556,0.3551673463810684
EA,Trehalose,394.5630316,0.6943028333767625
EA,Glucose,333.7693989,0.398330044725982
EA,Mix,221.2411372,2.204092259263171
EA,Pyruvate,75.28887083,0.0
EA,Alanine,160.6056997,0.0
EA,Fructose,521.7964586,0.39512440955821093
EA,Galactose,661.7603177,0.2441775506369884
EA,Ribose,603.4539941,0.2256792513462945
EA,Xylose,-6.24441127,0.0
EA,Mannitol,262.5443409,0.3736656456717354
EA,L-Arabinose,10.33306645,0.0
EA,Sorbitol,4.347509532,0.0
EA,Lactose,379.8898536,0.54015033928782
EA,Sucrose,4.259834762,0.0
EA,Raffinose,-2.600682825,0.0
EA,Uridine,109.3411522,0.0
EA,Arabinogalactan,9.484049303,0.0
EA,Melezitose,2.256209672,0.0
EA,Water,0.0,0.0
EA,D-Arabinose,-6.523152222,0.0
EA,Serine,18.90839453,0.0
EA,Isoleucine,-5.384474605,0.0
EA,Arginine,-3.128102549,0.0
EA,Acetate,23.45542005,0.0
EA,Citrate,214.9885724,0.3667999650168925
EA,Fumarate,203.4867816,0.0
EA,Succinate,248.5304138,0.2544454402108593
EA,Proline,766.5436088,0.14070060125800585
PK,Glycerol,3302.003527,0.12725031493271521
PK,Glutamine,3842.54987,0.18213315972992705
PK,Cellobiose,8.890585419,0.0
PK,Rhamnose,19.34071801,0.0
PK,Maltose,-22.86760913,0.0
PK,Mannose,1264.548027,0.0
PK,GlcNAc,76.69164428,0.0
PK,Trehalose,-1.762616153,0.0
PK,Glucose,6356.45622,0.2680180922198075
PK,Mix,5416.447126,0.8133919003777291
PK,Pyruvate,5656.948072,0.20007784358732958
PK,Alanine,3328.220686,0.14527642661657927
PK,Fructose,4369.451626,0.38246242925587964
PK,Galactose,5162.716981,0.07790671462287989
PK,Ribose,5155.571338,0.14756052268281616
PK,Xylose,6247.327629,0.14756052268291345
PK,Mannitol,5305.910578,0.1363073142745848
PK,L-Arabinose,6884.171976,0.14756052268281628
PK,Sorbitol,76.55161216,0.0
PK,Lactose,-9.222377746,0.0
PK,Sucrose,-15.55328773,0.0
PK,Raffinose,0.969646653,0.0
PK,Uridine,1907.344931,0.2701139719916075
PK,Arabinogalactan,446.1190205,0.0
PK,Melezitose,-3.415649221,0.0
PK,Water,0.0,0.0
PK,D-Arabinose,20.86980932,0.0
PK,Serine,-8.222807829,0.0
PK,Isoleucine,72.55145082,0.0
PK,Arginine,3002.772481,0.11876578781231716
PK,Acetate,2433.858754,0.06681494146091643
PK,Citrate,2643.062334,0.32921162121443426
PK,Fumarate,3147.63552,0.29351767826614383
PK,Succinate,3739.399274,0.2342211776063194
PK,Proline,7612.040343,0.13783318605564532
PR1,Glycerol,6832.956404,0.2058118107259811
PR1,Glutamine,4344.536128,0.1780079767297817
PR1,Cellobiose,34.26278897,0.0
PR1,Rhamnose,38.58599781,0.0
PR1,Maltose,21.6294117,0.0
PR1,Mannose,1580.343342,0.2491651876500261
PR1,GlcNAc,1374.379964,0.27992632192753175
PR1,Trehalose,4153.615196,0.37220972476058956
PR1,Glucose,3969.228556,0.2491651876511888
PR1,Mix,2697.400017,1.1935180679289785
PR1,Pyruvate,3770.414117,0.14431230170812445
PR1,Alanine,3232.984208,0.12412876300768753
PR1,Fructose,4403.619744,0.36633122741292445
PR1,Galactose,4680.790455,0.21840405337228774
PR1,Ribose,975.6769443,0.0
PR1,Xylose,185.0442172,0.0
PR1,Mannitol,4053.211716,0.12362206700583005
PR1,L-Arabinose,6057.136058,0.1290955484600224
PR1,Sorbitol,3902.212503,0.1787656156183206
PR1,Lactose,-5.298528338,0.0
PR1,Sucrose,17.02002095,0.0
PR1,Raffinose,-30.89456107,0.0
PR1,Uridine,854.7250762,0.0
PR1,Arabinogalactan,250.3537682,0.0
PR1,Melezitose,0.309450161,0.0
PR1,Water,0.0,0.0
PR1,D-Arabinose,-3.593920737,0.0
PR1,Serine,1948.000053,0.14704598703247068
PR1,Isoleucine,3303.417809,0.08815475134591823
PR1,Arginine,2416.207195,0.17774680606446525
PR1,Acetate,2329.789938,0.06703373931316464
PR1,Citrate,2584.595404,0.3184227520404523
PR1,Fumarate,2981.636334,0.27550530326095496
PR1,Succinate,3249.356551,0.235639609383577
PR1,Proline,6122.05009,0.13836989438424221
PAr,Glycerol,3142.924687,0.2064082898536562
PAr,Glutamine,3466.187585,0.17899674506836447
PAr,Cellobiose,35.74559521,0.0
PAr,Rhamnose,26.08426131,0.0
PAr,Maltose,10.06256525,0.0
PAr,Mannose,1114.273851,0.0
PAr,GlcNAc,1657.437212,0.34034917085039174
PAr,Trehalose,2814.152393,0.493659608170402
PAr,Glucose,2780.897738,0.30968708338638756
PAr,Mix,2845.257716,1.6223776127991643
PAr,Pyruvate,2546.082835,0.14615595023808212
PAr,Alanine,2869.123378,0.12571455860239697
PAr,Fructose,2451.642069,0.3710112583143928
PAr,Galactose,2455.474461,0.21770082099439567
PAr,Ribose,347.9509152,0.0
PAr,Xylose,330.7730954,0.0
PAr,Mannitol,2428.449839,0.16659734188772765
PAr,L-Arabinose,3885.977679,0.1292447915642651
PAr,Sorbitol,3073.429166,0.2585836042797431
PAr,Lactose,9.501842966,0.0
PAr,Sucrose,-11.51993692,0.0
PAr,Raffinose,0.87394022,0.0
PAr,Uridine,221.2794326,0.0
PAr,Arabinogalactan,263.821554,0.0
PAr,Melezitose,7.400407699,0.0
PAr,Water,0.0,0.0
PAr,D-Arabinose,14.36448277,0.0
PAr,Serine,2321.520111,0.14896060836116373
PAr,Isoleucine,3093.254464,0.08914783334827628
PAr,Arginine,3210.236826,0.19555305121535385
PAr,Acetate,1387.850748,0.06772212056340896
PAr,Citrate,2028.86204,0.3209431391285746
PAr,Fumarate,2022.973976,0.27902499592239427
PAr,Succinate,2621.511459,0.23632253475990503
PAr,Proline,6525.579075,0.13873509689829278
PR2,Glycerol,3875.065866,0.2064364503500759
PR2,Glutamine,4132.829567,0.17902168119690956
PR2,Cellobiose,-6.00324666,0.0
PR2,Rhamnose,-19.2130302,0.0
PR2,Maltose,-26.36691314,0.0
PR2,Mannose,1153.577066,0.0
PR2,GlcNAc,4488.518902,0.34039676603582975
PR2,Trehalose,6197.522364,0.4937286426281707
PR2,Glucose,3896.247217,0.3097303907167193
PR2,Mix,3272.044939,1.8920502159825363
PR2,Pyruvate,2739.307686,0.1461763890193822
PR2,Alanine,2610.039632,0.1257321388064216
PR2,Fructose,2335.527663,0.37106314135437407
PR2,Galactose,647.3051348,0.0
PR2,Ribose,59.45604233,0.0
PR2,Xylose,-12.81518596,0.0
PR2,Mannitol,-19.86105728,0.0
PR2,L-Arabinose,4388.366419,0.1666206392307527
PR2,Sorbitol,9.072296903,0.0
PR2,Lactose,-25.70328937,0.0
PR2,Sucrose,5648.829121,0.49372864262874894
PR2,Raffinose,-26.17210574,0.0
PR2,Uridine,67.79619576,0.0
PR2,Arabinogalactan,200.3016167,0.0
PR2,Melezitose,-20.62845842,0.0
PR2,Water,0.0,0.0
PR2,D-Arabinose,-3.114093755,0.0
PR2,Serine,1126.62684,0.0
PR2,Isoleucine,3336.254591,0.08915808511086193
PR2,Arginine,3303.603274,0.19752491445975312
PR2,Acetate,1801.857832,0.06772886768517816
PR2,Citrate,1789.291266,0.32098787988384364
PR2,Fumarate,2174.080191,0.2790640153987421
